ID,Title,Genre,Community,Core,PageRank,InDegree,OutDegree,TotalDegree
167607,Britannia Hospital,Comedy,104,3,0.0015359134294861225,2,3,5
167608,Crimes of Passion,Mystery & Suspense,104,3,0.0028486759449368047,4,4,8
167609,Honky Tonk Freeway,Comedy,104,2,0.0016949528289482458,2,2,4
170213,Kidsongs - Boppin with the Biggles,Kids & Family,105,1,0.0021802228660202996,1,1,2
170215,"The Hills Have Eyes, Part 2",Horror,105,1,0.0021802228660202996,1,1,2
170821,Blood Suckers / Blood Thirst (Special Edition),Horror,106,2,0.0014474993562810234,3,2,5
79136,Windham Hill: Winter,Music Video & Concerts,-1,1,0.0009422209074382915,1,0,1
170823,The Magic Show with Doug Henning,Musicals & Performing Arts,106,2,0.0016072882866031816,3,3,6
170822,I Spy - Philotimo,Television,106,2,0.0007824319771161333,1,2,3
193277,Double Take,Comedy,106,2,0.0007824319771161333,1,2,3
171339,Hatari!,Action & Adventure,107,2,0.0021802228660202996,2,2,4
179925,"He Said, She Said",Comedy,107,2,0.0021802228660202996,2,2,4
196673,Walkabout - Criterion Collection,Drama,107,2,0.0021802228660202996,2,2,4
171954,I'll Make You Happy,Comedy,108,2,0.0021802228660203,2,1,3
171956,Quiet Days in Clichy,Drama,108,2,0.0028304647656396784,2,2,4
195268,Night of the Bloody Apes / Feast of Flesh,Horror,108,2,0.0015299809664009222,1,2,3
172383,The Twilight Zone - Vol. 24,Science Fiction & Fantasy,109,3,0.0027213000651057887,3,3,6
174124,Motorama,Comedy,109,3,0.0024507614655630444,3,2,5
174126,The Scent of Green Papaya,Drama,109,3,0.0010980684678493237,1,3,4
174127,Sleepless,Mystery & Suspense,109,3,0.0024507614655630444,3,2,5
174119,Murder by Death,Comedy,110,2,0.0021802228660202996,2,2,4
174120,The Waterdance,Drama,110,2,0.0021802228660202996,2,2,4
174121,The Big Heat,Mystery & Suspense,110,2,0.0021802228660202996,2,2,4
177282,DJ Qbert's Wave Twisters,Animation,66,3,0.00032703346467075566,0,3,3
177369,Hideaway,Horror,111,2,0.0021802228660202996,2,2,4
187214,Born to Defence/Deadend of Bes,Action & Adventure,111,2,0.0021802228660202996,2,2,4
187215,Kids From Shaolin/Deadend of B,Action & Adventure,111,2,0.0021802228660202996,2,2,4
177376,Replicant,Science Fiction & Fantasy,112,1,0.0021802228660202996,1,1,2
177377,Startup.com,Drama,112,1,0.0021802228660202996,1,1,2
182209,The Best of The Original Avengers,Television,73,3,0.00032703346467075566,0,3,3
183256,Herbert Von Karajan - His Legacy for Home Video: Eine Alpensinfonie - All Souls Day Concert 1983,Music Video & Concerts,113,3,0.0021802228660202996,3,3,6
183258,As Time Goes By - Complete Series 5,Television,113,3,0.0021802228660202996,3,3,6
183259,Herbie Hancock - Future2Future Live,Music Video & Concerts,113,3,0.0021802228660202996,3,3,6
183260,Charlotte Church - Prelude: The Best of Charlotte Church,Music Video & Concerts,113,3,0.0021802228660202996,3,3,6
185257,The Lucio Fulci Collection Volume 1 (The House By the Cemetery/The Beyond),Horror,114,2,0.0028304647656396784,2,2,4
185258,Toy Soldiers,Action & Adventure,114,2,0.0021802228660203,2,1,3
185259,The Bloodstained Shadow,Mystery & Suspense,114,2,0.0015299809664009222,1,2,3
186850,Elmo's World - Dancing Music Books,Kids & Family,115,1,0.0021802228660202996,1,1,2
186851,Sesame Street - Kids' Favorite Songs,Kids & Family,115,1,0.0021802228660202996,1,1,2
186890,The War of the Roses,Comedy,116,2,0.0021802228660202996,2,2,4
186891,Robert Mirabal: Music From a Painted Cave,Music Video & Concerts,116,2,0.0021802228660202996,2,2,4
186892,Emmanuelle in Space - Collection,Drama,116,2,0.0021802228660202996,2,2,4
191031,Strange Love,Animation,117,2,0.0021802228660203,2,1,3
191032,Darkside Blues,Science Fiction & Fantasy,117,2,0.0028304647656396784,2,2,4
224456,Grateful Dawg,Music Video & Concerts,117,2,0.0015299809664009222,1,2,3
196681,Robotech - The Masters - Complete Collection,Animation,118,1,0.0021802228660202996,1,1,2
196682,Medabots - The Face of Dr. Meta-Evil (Vol. 6),Kids & Family,118,1,0.0021802228660202996,1,1,2
199072,American Legends,Kids & Family,119,1,0.0021802228660202996,1,1,2
199074,Atlantis - The Lost Empire (Disney Collector's Edition),Kids & Family,119,1,0.0021802228660202996,1,1,2
199097,"Star Trek - The Original Series, Vol. 11, Episodes 21 & 22: Tomorrow is Yesterday/ The Return of the Archons",Science Fiction & Fantasy,120,2,0.0021802228660202996,2,2,4
199099,"Star Trek - The Original Series, Vol. 12, Episodes 23 & 24: A Taste of Armageddon/ Space Seed",Science Fiction & Fantasy,120,2,0.0021802228660202996,2,2,4
199100,American Gigolo,Drama,120,2,0.0021802228660202996,2,2,4
208393,Vandread - Second Stage - Survival (Vol. 1),Animation,121,2,0.0021802228660202996,2,2,4
208395,The Man Who Wasn't There,Comedy,121,2,0.0021802228660202996,2,2,4
208397,The Star Wagon (Broadway Theatre Archive),Comedy,121,2,0.0021802228660202996,2,2,4
208603,Big Daddy,Comedy,122,2,0.0021802228660202996,2,2,4
230201,Jungle Book,Kids & Family,122,2,0.0021802228660202996,2,2,4
230202,The Shadow Riders,Classics,122,2,0.0021802228660202996,2,2,4
210921,Kiss Me Deadly,Mystery & Suspense,123,1,0.0021802228660202996,1,1,2
210922,Beach Blanket Bingo,Comedy,123,1,0.0021802228660202996,1,1,2
212835,Hidden Wars of Desert Storm,Documentary,124,2,0.0021802228660203,2,1,3
226058,Homework,Comedy,124,2,0.0028304647656396784,2,2,4
213140,The Winner Takes It All - The ABBA Story,Music Video & Concerts,125,2,0.0028304647656396784,3,2,5
213141,Absolutely ABC - The DVD Collection,Music Video & Concerts,125,2,0.0015299809664009224,1,2,3
213142,"Peter Gunn, Set 1",Television,125,2,0.002374154657827503,2,2,4
213143,"Peter Gunn, Set 2",Television,125,2,0.001986291074213098,2,2,4
213947,Anastasia,Kids & Family,126,1,0.0021802228660202996,1,1,2
225861,Convict 762,Science Fiction & Fantasy,126,1,0.0021802228660202996,1,1,2
215420,The Butcher,Mystery & Suspense,127,1,0.0036308602750292555,2,1,3
215423,Spasmo,Horror,127,1,0.003413264608061765,1,1,2
215422,Seven Blood-Stained Orchids,Mystery & Suspense,127,1,0.0009471811239788353,1,2,3
228095,Tunnel,Action & Adventure,127,1,0.0007295854570113455,1,1,2
215427,The Legend of the Wolf Woman,Horror,129,1,0.0021802228660202996,1,1,2
218402,Die Hard - The Ultimate Collection,Action & Adventure,129,1,0.0021802228660202996,1,1,2
215493,"Handel - Julius Caesar / Mackerras, Baker, Masterson, English National Opera",Musicals & Performing Arts,130,2,0.0005687538608725887,1,2,3
42132,Breaking the Waves,Drama,-1,2,0.0010884527066359587,3,0,3
221019,Underdog (Collector's Edition),Classics,130,2,0.0005687538608725887,1,2,3
215780,Sesame Street - Get Up and Dance,Kids & Family,131,2,0.0021802228660202996,2,2,4
218639,The Three Stooges - The Outlaws Is Coming,Television,131,2,0.0021802228660202996,2,2,4
218640,"Fatboy Slim: Live on Brighton Beach - Big Beach Boutique, Vol. 2",Music Video & Concerts,131,2,0.0021802228660202996,2,2,4
216252,The Shooting,Classics,132,2,0.0021802228660202996,2,2,4
216253,"Live Dead - The Grateful Dead in Concert (Downhill from Here, Ticket to New Year's, View from the Vault)",Music Video & Concerts,132,2,0.0021802228660202996,2,2,4
216254,Pippin,Musicals & Performing Arts,132,2,0.0021802228660202996,2,2,4
217585,Opera,Horror,133,2,0.0021802228660202996,2,2,4
217587,Opera,Horror,133,2,0.0021802228660202996,2,2,4
217588,Thomas the Tank Engine - Best of Thomas,Kids & Family,133,2,0.0021802228660202996,2,2,4
223911,Chicago Symphony Orchestra - Historic Telecasts with George Szell (Mussorgsky / Beethoven / Berlioz / Mozart),Musicals & Performing Arts,130,1,0.00032703346467075566,0,1,1
224714,"Go, Go Second Time Virgin",Drama,134,2,0.0028304647656396784,2,2,4
224716,Mesa of Lost Women,Science Fiction & Fantasy,134,2,0.0015299809664009222,1,2,3
224718,Georg Solti Conducts Mendelssohn Symphony No. 4 & Shostakovich Symphony No. 10,Musicals & Performing Arts,134,2,0.0021802228660203,2,1,3
224942,Keeping Up Appearances:My Way Or the Hyacinth Way,Television,135,2,0.0021802228660203,2,1,3
224943,Keeping Up Appearances:Hints from Hyacinth,Television,135,2,0.0028304647656396784,2,2,4
231169,The Original Three Tenors Concert,Musicals & Performing Arts,135,2,0.0015299809664009222,1,2,3
234070,"Janosik The Highland Robber, Vol 1, Parts 1-4",Art & International,124,2,0.0015299809664009222,1,2,3
226734,Subway,Mystery & Suspense,136,2,0.0021802228660202996,2,2,4
226735,Wind River,Drama,136,2,0.0021802228660202996,2,2,4
226736,Anzio,Military & War,136,2,0.0021802228660202996,2,2,4
226742,The Australian Outback,Music Video & Concerts,137,2,0.0019634755661471735,2,2,4
226743,Lust for a Vampire,Horror,137,2,0.002830464765639678,2,3,5
226744,Planet Earth - Oceania,Music Video & Concerts,137,2,0.0019634755661471735,2,2,4
226745,Dr. Jekyll and Sister Hyde,Horror,137,2,0.0019634755661471735,2,1,3
227437,"Zatoichi the Blind Swordsman, Vol. 4 - The Fugitive",Action & Adventure,138,1,0.0021802228660202996,1,1,2
227438,Grand Slam,Action & Adventure,138,1,0.0021802228660202996,1,1,2
233209,The Pigkeeper's Daughter / Sassy Sue,Comedy,139,2,0.0021802228660203,2,1,3
240539,Backstage Pass - DVD Concert Collection Vol. 01,Music Video & Concerts,139,2,0.0028304647656396784,2,2,4
234557,A View to a Kill,Action & Adventure,12,2,0.0013156118634642785,3,2,5
234558,From Russia With Love,Action & Adventure,12,2,0.0012365147669680702,2,3,5
240155,Cinema Europe - The Other Hollywood,Documentary,12,2,0.0012365147669680702,2,3,5
234559,Octopussy,Action & Adventure,12,2,0.0006773794768052808,1,2,3
235334,The Birth of a Nation,Classics,140,2,0.0015299809664009222,1,2,3
235335,The Man From Utah,Classics,140,2,0.0021802228660203,2,1,3
235337,Lone Ranger,Television,140,2,0.0028304647656396784,2,2,4
236161,Kickboxer From Hell,Action & Adventure,13,1,0.00032703346467075566,0,1,1
238099,Cast Away (Full-Screen Edition),Drama,141,1,0.00032703346467075566,0,1,1
86193,Day of the Triffids,Horror,-1,1,0.0006050119142322923,1,0,1
238140,Let's Make Love,Comedy,142,2,0.0021802228660202996,2,2,4
238141,River of No Return,Drama,142,2,0.0021802228660202996,2,2,4
238142,Dunston Checks In,Comedy,142,2,0.0021802228660202996,2,2,4
238580,Jim Breuer: Heavy Metal Comedy,Comedy,143,2,0.0005687538608725887,1,2,3
178871,Don't Be a Menace to South Central While Drinking Your Juice in The Hood,Comedy,-1,2,0.0008104742570744219,2,0,2
239443,Best Picture Collection - Musicals (An American in Paris/Gigi/My Fair Lady),Musicals & Performing Arts,143,2,0.0005687538608725887,1,2,3
239545,Casualties of War,Drama,144,3,0.002797952666470149,3,2,5
239546,Druids,Drama,144,3,0.002797952666470149,3,2,5
239547,Call Me Claus,Kids & Family,144,3,0.002797952666470149,3,2,5
240075,Meltylancer - Omega (Vol. 2),Animation,145,2,0.0021802228660202996,2,2,4
240076,Ziggy Stardust & The Spiders From Mars - The Motion Picture,Music Video & Concerts,145,2,0.0021802228660202996,2,2,4
240077,Dr. Quinn Medicine Woman - The Complete Season One,Television,145,2,0.0021802228660202996,2,2,4
240422,Mildred Pierce,Drama,146,3,0.0021802228660202996,3,3,6
240423,A Patch of Blue,Drama,146,3,0.0021802228660202996,3,3,6
240424,The Red Badge of Courage,Action & Adventure,146,3,0.0021802228660202996,3,3,6
240425,Tom and Jerry - Whiskers Away,Kids & Family,146,3,0.0021802228660202996,3,3,6
242267,Society,Horror,139,2,0.0015299809664009222,1,2,3
241596,I Love Toy Trains Part 4 (10 - 12),Kids & Family,147,1,0.0007295854570113455,1,1,2
245283,Daughters of Darkness,Horror,147,1,0.0009471811239788353,1,2,3
242324,Head On,Drama,148,2,0.0021802228660202996,2,2,4
245998,Adventures in Wild California (Large Format),Action & Adventure,148,2,0.0021802228660202996,2,2,4
245999,TV Guide Looks at Science Fiction,Documentary,148,2,0.0021802228660202996,2,2,4
242693,Seven (New Line Platinum Series),Mystery & Suspense,144,3,0.00032703346467075566,0,3,3
243592,THE FIRM - Body Sculpting System (3 Pack),Sports,149,2,0.0021802228660202996,2,2,4
243593,Sleeping Beauty,Kids & Family,149,2,0.0021802228660202996,2,2,4
243595,Alice in Wonderland,Kids & Family,149,2,0.0021802228660202996,2,2,4
247059,"Star Trek - The Original Series, Vol. 29, Episodes 57 & 58: Elaan of Troyius/ The Paradise Syndrome",Science Fiction & Fantasy,147,2,0.003263110998291566,3,1,4
247057,Unhook the Stars,Comedy,151,2,0.0017859272455454586,2,2,4
247125,The Invisibles,Drama,151,2,0.0025745184864951424,3,3,6
247126,WWE Hardcore,Sports,151,2,0.0025745184864951424,3,3,6
247058,"Star Trek - The Original Series, Vol. 30, Episodes 59 and 60: The Enterprise Incident/ And the Children Shall Lead",Science Fiction & Fantasy,151,2,0.0017859272455454586,2,2,4
247061,Why Do They Say Love When They Mean Sex?,Drama,147,2,0.003953826902729459,2,2,4
247060,Of Love and Shadows,Drama,147,2,0.0020074098480902937,1,2,3
247207,Civil War Journal - The Conflict Begins,Documentary,152,3,0.0021802228660202996,3,3,6
247208,World War II - War in the Pacific,Documentary,152,3,0.0021802228660202996,3,3,6
247210,The Unexplained Boxed Set,Documentary,152,3,0.0021802228660202996,3,3,6
250585,Where the Truth Lies,Drama,152,3,0.0021802228660202996,3,3,6
252209,The Wedding Dance,General,153,1,0.0007295854570113455,1,1,2
252228,Tighter Assets with Tamilee: Weight Loss,Sports,153,1,0.0009471811239788353,1,2,3
146479,Higher Learning,Drama,-1,1,0.0007295854570113455,1,0,1
252232,Snare Drum Basics-DVD,Musicals & Performing Arts,154,3,0.0027213000651057887,3,3,6
252233,Fit to the Hits with Tamilee: Motown Moves,Sports,154,3,0.0024507614655630444,3,2,5
252235,The Hidden Half,Drama,154,3,0.0024507614655630444,3,2,5
254647,The Gorilla,Comedy,154,3,0.0010980684678493237,1,3,4
252239,The Bitter Tears of Petra von Kant,Drama,155,2,0.0021802228660202996,2,2,4
252240,Two Women,Drama,155,2,0.0021802228660202996,2,2,4
253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense,155,2,0.0021802228660202996,2,2,4
253141,National Geographic - SuperCroc,Documentary,156,1,0.0021802228660202996,1,1,2
253143,Eastwood After Hours (Live at Carnegie Hall),Music Video & Concerts,156,1,0.0021802228660202996,1,1,2
256871,Freefall 3050 A.D.,Action & Adventure,157,2,0.002475669566201589,3,1,4
256873,Tempest 3000,Action & Adventure,157,2,0.0035688223466201555,3,3,6
258064,Tandem,Drama,157,2,0.0013381997756297277,1,2,3
258065,"The Best of Backyard Wrestling, Vol. 2: More Hardcore Than Ever Before!",Sports,157,2,0.0013381997756297277,1,2,3
260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy,158,2,0.0021802228660202996,2,2,4
260144,Posse,Classics,158,2,0.0021802228660202996,2,2,4
260145,The Mean Season,Mystery & Suspense,158,2,0.0021802228660202996,2,2,4
260910,I Was a Teenage Zombie,Comedy,159,1,0.0021802228660202996,1,1,2
260972,Bloody Vampire,Horror,159,1,0.0021802228660202996,1,1,2
260966,Naked Space,Comedy,160,1,0.0021802228660202996,1,1,2
260967,Samson in the Wax Museum,Horror,160,1,0.0021802228660202996,1,1,2
261351,The Princess and the Barrio Boy,Drama,161,3,0.0026099992080679244,4,3,7
261352,Taps,Drama,161,3,0.002762473386341287,4,4,8
261361,Xena - The Series Finale (The Director's Cut),Television,161,3,0.002307291343889911,3,3,6
261372,Seventeen Again,Comedy,161,3,0.002307291343889911,3,3,6
261371,Frankie and Hazel,Comedy,161,2,0.0009140590479124666,1,2,3
261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,56,2,0.003480749179547255,6,4,10
261583,"Hollywood Screen Tests, Take 2",Classics,56,2,0.0022075824849315455,3,3,6
261593,Oz - The Complete First Season,Television,56,2,0.0014884083716525255,2,3,5
261594,Momentum (Large Format),Documentary,56,2,0.0014884083716525255,2,3,5
261595,Dance 'til Dawn,Comedy,56,2,0.0016921743726005733,2,2,4
261584,"Hollywood Screen Tests, Take 1",Classics,56,2,0.005768300677544591,8,3,11
261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy,56,2,0.004079163088357582,4,3,7
261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy,56,2,0.002054044755114907,2,2,4
261598,Lonesome Dove,Classics,56,2,0.0031171480993599757,2,2,4
261587,Cannibal Apocalypse,Horror,56,2,0.00032703346467075566,0,3,3
261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy,56,2,0.0005824944778304679,2,2,4
261605,Exit to Eden,Comedy,56,2,0.0014827962921030032,1,2,3
261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy,56,2,0.0005745936228981883,1,3,4
261600,The Cry of the Owl,Mystery & Suspense,128,2,0.0021802228660202996,2,2,4
261603,House Arrest,Comedy,128,2,0.0021802228660202996,2,2,4
261604,"Where Have You Gone, Joe DiMaggio?",Sports,128,2,0.0021802228660202996,2,2,4
261649,ECW (Extreme Championship Wrestling) - Guilty as Charged 2001,Sports,150,1,0.0021802228660202996,1,1,2
261653,Surviving Desire,Drama,150,1,0.0021802228660202996,1,1,2
261871,Rex the Runt - The Complete Collection,Television,63,2,0.0021802228660202996,2,2,4
261872,The Life and Adventures of Nicholas Nickleby,Drama,63,2,0.0021802228660202996,2,2,4
261873,Upstairs Downstairs - The Complete Fifth Season,Television,63,2,0.0021802228660202996,2,2,4
