ID,Title,Genre,InDeg,OutDeg,TotalDeg,Community,K-Core,BT,CL,EV,PR
109819,Love Field,Drama,3,2,5,69,3,0.0,0.00597609561752988,9.608744717612381e-24,0.0021802228660203
112864,"Girls Gone Wild - All Real, Vol. 1",Drama,2,3,5,70,3,0.0,0.00398406374501992,5.225983794653719e-69,0.0007546926403629646
134126,The Cabinet of Dr. Caligari,Classics,2,3,5,70,3,0.0,0.00398406374501992,5.225983794653719e-69,0.0007546926403629646
134127,German Horror Classics (Nosferatu (1922) / The Cabinet of Dr. Caligari / Waxworks / The Golem),Classics,3,0,3,-1,3,0.0,0.00597609561752988,7.838975691980579e-69,0.0009685222282090691
134129,The Golem,Horror,2,3,5,70,3,0.0,0.00398406374501992,5.225983794653719e-69,0.0007546926403629646
113710,Black Christmas  [IMPORT],Horror,1,1,2,71,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
142854,Throw Momma from the Train,Comedy,1,1,2,71,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
114153,Heaven,Documentary,2,1,3,72,1,3.976111521975968e-06,0.00398406374501992,7.920065042258571e-153,0.003180960252297892
114155,The First Nudie Musical (Special Edition),Comedy,1,1,2,72,1,0.0,0.0026560424966799467,7.920065042258571e-153,0.0030326748810922542
114156,Alabama - Greatest Video Hits,Music Video & Concerts,0,1,1,72,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
114187,Autumn Marathon,Comedy,5,1,6,73,3,0.0,0.0099601593625498,6.2083446500358e-42,0.0031429186638769315
114191,Listen to Britain and Other Films by Humphrey Jennings,Documentary,5,3,8,73,3,2.385666913185581e-05,0.0099601593625498,6.2083446500358e-42,0.00453070091074559
114189,Giuseppe Sinopoli - Dreampaths of Music - From the Rhine to the Nile (Beethoven Symphony No. 7 / Schumann Symphony No. 3 / Wagner Prelude to Parsifal),Musicals & Performing Arts,1,3,4,73,3,0.0,0.0049800796812749,1.8183820480522622e-42,0.0010209245881050851
143564,Jeremiah Johnson,Classics,4,3,7,73,3,1.5904446087903872e-05,0.008300132802124834,4.3899626019835375e-42,0.002449027540442602
114190,The Eagle,Action & Adventure,1,3,4,73,3,0.0,0.005533421868083223,2.5715805539312753e-42,0.0016107320282808329
114376,The Kennel Murder Case,Mystery & Suspense,3,3,6,74,3,1.988055760987984e-06,0.00597609561752988,9.608744717612375e-24,0.002420896815484458
114377,Super Atragon: The Motion Picture,Action & Adventure,3,3,6,74,3,1.988055760987984e-06,0.00597609561752988,9.608744717612375e-24,0.002420896815484458
114378,"Sailor Moon - The Return of the Doom Tree (TV Show, Vol. 9)",Animation,2,3,5,74,3,0.0,0.00448207171314741,7.034089330251323e-24,0.0016988749670919844
114379,"Sailor Moon - The Trouble With Rini (TV Show, Vol. 10)",Animation,3,2,5,74,3,0.0,0.00597609561752988,9.608744717612377e-24,0.0021802228660203
116473,Penthouse: Studio Girl,Adult,2,2,4,75,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
116475,Phil Collins - Live and Loose in Paris,Music Video & Concerts,2,2,4,75,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
116476,Sinderella and the Golden Bra / Goldilocks and the Three Bares (Something Weird),Comedy,2,2,4,75,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
117841,Attraction,Drama,0,3,3,76,3,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
117842,Requiem for Murder,Mystery & Suspense,3,2,5,76,3,0.0,0.00597609561752988,7.838975691980587e-69,0.002797952666470149
117843,Skipped Parts,Comedy,3,2,5,76,3,0.0,0.00597609561752988,7.838975691980587e-69,0.002797952666470149
117845,Blood Surf,Action & Adventure,3,2,5,76,3,0.0,0.00597609561752988,7.838975691980587e-69,0.002797952666470149
118133,Dirty Pictures,Drama,3,2,5,77,2,9.94027880493992e-06,0.00597609561752988,5.247031061983634e-73,0.003316595990702929
151157,"Chaplin's Essanay Comedies, Vol. 03",Comedy,2,1,3,77,2,0.0,0.00448207171314741,4.601683398803925e-73,0.002340751402494205
151158,"Chaplin's Essanay Comedies, Vol. 02",Comedy,2,3,5,77,2,9.94027880493992e-06,0.00448207171314741,3.682041645544601e-73,0.0021323459354074766
120424,WWE Vengeance 2001 - One Undisputed Champion,Sports,2,2,4,78,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885375e-97,0.0028304647656396784
120425,WWE Rebellion 2001,Sports,1,2,3,78,2,0.0,0.0026560424966799467,2.3176134040211344e-97,0.0015299809664009222
120426,WWE No Way Out 2002,Sports,2,1,3,78,2,0.0,0.00398406374501992,3.7499772604885375e-97,0.0021802228660203
123271,Fear and Loathing in Las Vegas,Comedy,2,2,4,79,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
130952,Memento (Limited Edition) / Snatch (Special Edition),Action & Adventure,2,2,4,79,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
130953,Buying the Cow/Love Stinks,Comedy,2,2,4,79,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
132749,Hold the Dream,Drama,2,2,4,80,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
132750,To Be the Best,Drama,2,2,4,80,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
132752,Gung Ho!,Military & War,2,2,4,80,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
132753,Maniac,Horror,3,3,6,81,3,1.3253705073253226e-06,0.006374501992031873,3.7758791304861584e-42,0.0020898919982147235
132754,The Blue Angel,Drama,4,3,7,81,3,9.27759355127726e-06,0.00796812749003984,5.339899476215055e-42,0.0038049282984163988
132755,Miyuki-Chan in Wonderland,Animation,3,3,6,81,3,1.3253705073253226e-06,0.006374501992031873,3.7758791304861584e-42,0.0020898919982147235
132756,"Sailor Moon - Sailor Scouts to the Rescue (TV Show, Vol. 2)",Animation,3,1,4,81,3,0.0,0.006374501992031873,5.339899476215054e-42,0.0025893685705848956
132757,Princess Nine - Triple Play (Vol. 3),Animation,0,3,3,81,3,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
133800,Jay Jay the Jet Plane - Liking Yourself Inside and Out,Kids & Family,1,1,2,82,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
133801,Dead Reckoning,Mystery & Suspense,1,1,2,82,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
134383,Dan Fogelberg Live - Greetings From the West,Music Video & Concerts,2,1,3,83,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
134385,Dream a Dream: Charlotte Church in the Holy Land,Music Video & Concerts,2,2,4,83,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
134384,Keb' Mo': Sessions at West 54th - Recorded Live in New York,Music Video & Concerts,1,2,3,83,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
134395,The Last of the Blonde Bombshells,Comedy,2,1,3,84,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
134396,American Buffalo,Drama,2,2,4,84,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
134397,Alice's Restaurant,Comedy,1,2,3,84,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
134446,The Prisoner - Set 4: A Change of Mind/Hammer Into Anvil/Do Not Forsake Me Oh My Darling/Living in Harmony,Television,3,3,6,85,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
134447,The Prisoner - Set 3:  The Schizoid Man/Many Happy Returns/It's Your Funeral,Television,3,3,6,85,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
134448,The Complete Workout: All-in-One Trainer,Sports,3,3,6,85,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
134449,Jeeves & Wooster - The Complete First Season,Comedy,3,3,6,85,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
135687,"Tai Chi - 6 Forms, 6 Easy Lessons",Sports,2,2,4,86,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
135688,Deepak Chopra: Seven Spiritual Laws/Crystal Cave,Religion & Spirituality,2,2,4,86,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
135689,Deepak Chopra-The Essential DVD Collection,General,2,2,4,86,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
139066,Raw Heat,Mystery & Suspense,0,1,1,87,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
90049,Charlotte's Web 2 - Wilbur's Great Adventure,Kids & Family,1,0,1,-1,1,0.0,0.00199203187250996,6.467812986524523e-294,0.0006050119142322923
141183,The Flying Deuces,Comedy,2,2,4,88,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
150641,The Straight Story,Drama,2,2,4,88,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
150642,No Code of Conduct,Mystery & Suspense,2,2,4,88,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
144901,Dragon Ball Z - Imperfect Cell - Discovery,Kids & Family,0,1,1,89,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
144899,Verdi - Luisa Miller / Jacques Lassalle Â· Maurizio Arena Â· June Anderson Â· OpÃ©ra de Lyon,Musicals & Performing Arts,1,0,1,-1,1,0.0,0.00199203187250996,6.467812986524523e-294,0.0006050119142322923
146661,"The Abbott & Costello Show, Vol. 1 (1952-53)",Comedy,2,1,3,90,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
163838,Iron Maiden - Rock in Rio,Music Video & Concerts,2,2,4,90,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
182969,Mr. Smith Goes to Washington,Drama,2,2,4,57,2,0.0,0.004553215708594194,1.0728217026835885e-54,0.002091071131680301
182970,Born Yesterday,Comedy,2,2,4,57,2,0.0,0.004553215708594194,1.0728217026835885e-54,0.002091071131680301
195792,MTV20 Collection,Music Video & Concerts,1,2,3,77,2,0.0,0.00298804780876494,1.8975755343241728e-73,0.0009311981354765901
151436,Arachnid,Horror,3,3,6,91,3,1.988055760987984e-06,0.00597609561752988,9.608744717612381e-24,0.002420896815484458
151437,Elvis - The Missing Years,Music Video & Concerts,2,3,5,91,3,0.0,0.00448207171314741,7.034089330251327e-24,0.0016988749670919844
151438,"Through the Years of Hip Hop, Vol. 1 - Graffiti",Music Video & Concerts,3,3,6,91,3,1.988055760987984e-06,0.00597609561752988,9.608744717612381e-24,0.002420896815484458
151439,Slipknot: Behind The Mask - Unauthorized,Music Video & Concerts,3,2,5,91,3,0.0,0.00597609561752988,9.608744717612381e-24,0.0021802228660203
151460,Sooner or Later,Drama,1,1,2,92,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
151461,Go for Broke!,Action & Adventure,1,1,2,92,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
151875,Penthouse: Euro Girls - Hedonism European Style,Adult,2,1,3,93,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
151877,Ossessione,Drama,2,2,4,93,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
151876,Country Cuzzins / Midnight Plowboy,Comedy,1,2,3,93,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
152128,Therese Raquin,Drama,2,1,3,94,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
156752,The Girl with the Hungry Eyes,Horror,2,2,4,94,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
154069,Starstruck,Mystery & Suspense,1,1,2,95,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
154070,Tower of Song - An Epic Story of Canada and Its Music,Music Video & Concerts,1,1,2,95,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
155316,Small Faces - Special Edition EP,Music Video & Concerts,1,1,2,96,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
180401,Trail of a Serial Killer,Mystery & Suspense,1,1,2,96,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
159777,Bill and Gloria Gaither and Their Homecoming Friends: God Bless America - Live from Carnegie Hall,Music Video & Concerts,1,2,3,94,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
158147,Vinyl Dolls,Adult,2,2,4,97,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
158149,Smothered - The Censorship Struggles of the Smothers Brothers Comedy Hour,Documentary,2,2,4,97,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
158150,Playboy TV - Night Calls 411,Adult,2,2,4,97,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
160025,Curse of the Demon / Night of the Demon,Horror,1,2,3,98,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
121377,Superman Cartoons of Max & Dav,Kids & Family,2,0,2,-1,2,0.0,0.00398406374501992,1.0560086723011452e-152,0.0008104742570744219
182994,The Legend of Lobo,Action & Adventure,1,2,3,98,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
161919,Jamaica Inn,Action & Adventure,1,1,2,99,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
192777,The Method Pilates - Precision Toning and Sculpting,Sports,1,1,2,99,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
163839,Duel to the Death,Art & International,1,2,3,90,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
164058,The James Dean Story,Documentary,1,1,2,100,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
164059,American Pie (Widescreen Unrated Ultimate Edition),Comedy,1,1,2,100,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
164928,Unmade Beds,Comedy,2,2,4,101,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
164930,Road to Bali/My Favorite Brunette,Comedy,2,2,4,101,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
164932,"Gappa, the Triphibian Monster",Horror,2,2,4,101,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
166709,Close Encounters of the Third Kind (Two-Disc Collector's Edition),Science Fiction & Fantasy,1,2,3,102,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
82777,Little Rascals Vols. 11-12,Comedy,2,0,2,-1,2,0.0,0.00398406374501992,1.0560086723011452e-152,0.0008104742570744219
171944,Elie Wiesel Goes Home,Documentary,1,2,3,102,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
167538,The Amy Fisher Story,Drama,1,1,2,103,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
167539,Four of the Apocalypse,Classics,1,1,2,103,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
167605,Heart of Glass,Drama,3,3,6,104,3,1.988055760987984e-06,0.006374501992031873,5.3964257767686895e-05,0.00213012829338288
167606,Tender Mercies,Drama,4,3,7,104,3,5.964167282963952e-06,0.00796812749003984,6.413628046873801e-05,0.0026914438333474466
167607,Britannia Hospital,Comedy,2,3,5,104,3,0.0,0.005312084993359893,3.826816455323172e-05,0.0015359134294861225
167608,Crimes of Passion,Mystery & Suspense,4,4,8,104,3,1.1928334565927905e-05,0.00796812749003984,6.413628046873801e-05,0.0028486759449368047
167609,Honky Tonk Freeway,Comedy,2,2,4,104,2,0.0,0.005312084993359893,4.156420912996147e-05,0.0016949528289482458
170213,Kidsongs - Boppin with the Biggles,Kids & Family,1,1,2,105,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
170215,"The Hills Have Eyes, Part 2",Horror,1,1,2,105,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
170821,Blood Suckers / Blood Thirst (Special Edition),Horror,3,2,5,106,2,1.1928334565927905e-05,0.00597609561752988,6.967978392871641e-69,0.0014474993562810234
79136,Windham Hill: Winter,Music Video & Concerts,1,0,1,-1,1,0.0,0.004553215708594194,3.4839891964358203e-69,0.0009422209074382915
170823,The Magic Show with Doug Henning,Musicals & Performing Arts,3,3,6,106,2,1.5904446087903872e-05,0.00597609561752988,6.967978392871641e-69,0.0016072882866031816
170822,I Spy - Philotimo,Television,1,2,3,106,2,0.0,0.003585657370517928,3.4839891964358203e-69,0.0007824319771161333
193277,Double Take,Comedy,1,2,3,106,2,0.0,0.003585657370517928,3.4839891964358203e-69,0.0007824319771161333
171339,Hatari!,Action & Adventure,2,2,4,107,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
179925,"He Said, She Said",Comedy,2,2,4,107,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
196673,Walkabout - Criterion Collection,Drama,2,2,4,107,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
171954,I'll Make You Happy,Comedy,2,1,3,108,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
171956,Quiet Days in Clichy,Drama,2,2,4,108,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
195268,Night of the Bloody Apes / Feast of Flesh,Horror,1,2,3,108,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
172383,The Twilight Zone - Vol. 24,Science Fiction & Fantasy,3,3,6,109,3,7.952223043951936e-06,0.00597609561752988,3.91499416486778e-42,0.0027213000651057887
174124,Motorama,Comedy,3,2,5,109,3,0.0,0.00597609561752988,3.91499416486778e-42,0.0024507614655630444
174126,The Scent of Green Papaya,Drama,1,3,4,109,3,0.0,0.003585657370517928,1.6216436796997635e-42,0.0010980684678493237
174127,Sleepless,Mystery & Suspense,3,2,5,109,3,0.0,0.00597609561752988,3.91499416486778e-42,0.0024507614655630444
174119,Murder by Death,Comedy,2,2,4,110,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
174120,The Waterdance,Drama,2,2,4,110,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
174121,The Big Heat,Mystery & Suspense,2,2,4,110,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
177282,DJ Qbert's Wave Twisters,Animation,0,3,3,66,3,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
177369,Hideaway,Horror,2,2,4,111,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
187214,Born to Defence/Deadend of Bes,Action & Adventure,2,2,4,111,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
187215,Kids From Shaolin/Deadend of B,Action & Adventure,2,2,4,111,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
177376,Replicant,Science Fiction & Fantasy,1,1,2,112,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
177377,Startup.com,Drama,1,1,2,112,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
182209,The Best of The Original Avengers,Television,0,3,3,73,3,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
183256,Herbert Von Karajan - His Legacy for Home Video: Eine Alpensinfonie - All Souls Day Concert 1983,Music Video & Concerts,3,3,6,113,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
183258,As Time Goes By - Complete Series 5,Television,3,3,6,113,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
183259,Herbie Hancock - Future2Future Live,Music Video & Concerts,3,3,6,113,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
183260,Charlotte Church - Prelude: The Best of Charlotte Church,Music Video & Concerts,3,3,6,113,3,0.0,0.00597609561752988,2.06037096367326e-09,0.0021802228660202996
185257,The Lucio Fulci Collection Volume 1 (The House By the Cemetery/The Beyond),Horror,2,2,4,114,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
185258,Toy Soldiers,Action & Adventure,2,1,3,114,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
185259,The Bloodstained Shadow,Mystery & Suspense,1,2,3,114,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
186850,Elmo's World - Dancing Music Books,Kids & Family,1,1,2,115,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
186851,Sesame Street - Kids' Favorite Songs,Kids & Family,1,1,2,115,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
186890,The War of the Roses,Comedy,2,2,4,116,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
186891,Robert Mirabal: Music From a Painted Cave,Music Video & Concerts,2,2,4,116,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
186892,Emmanuelle in Space - Collection,Drama,2,2,4,116,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
191031,Strange Love,Animation,2,1,3,117,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
191032,Darkside Blues,Science Fiction & Fantasy,2,2,4,117,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
224456,Grateful Dawg,Music Video & Concerts,1,2,3,117,2,0.0,0.0026560424966799467,2.3176134040211297e-97,0.0015299809664009222
196681,Robotech - The Masters - Complete Collection,Animation,1,1,2,118,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
196682,Medabots - The Face of Dr. Meta-Evil (Vol. 6),Kids & Family,1,1,2,118,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
199072,American Legends,Kids & Family,1,1,2,119,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
199074,Atlantis - The Lost Empire (Disney Collector's Edition),Kids & Family,1,1,2,119,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
199097,"Star Trek - The Original Series, Vol. 11, Episodes 21 & 22: Tomorrow is Yesterday/ The Return of the Archons",Science Fiction & Fantasy,2,2,4,120,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
199099,"Star Trek - The Original Series, Vol. 12, Episodes 23 & 24: A Taste of Armageddon/ Space Seed",Science Fiction & Fantasy,2,2,4,120,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
199100,American Gigolo,Drama,2,2,4,120,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
208393,Vandread - Second Stage - Survival (Vol. 1),Animation,2,2,4,121,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
208395,The Man Who Wasn't There,Comedy,2,2,4,121,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
208397,The Star Wagon (Broadway Theatre Archive),Comedy,2,2,4,121,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
208603,Big Daddy,Comedy,2,2,4,122,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
230201,Jungle Book,Kids & Family,2,2,4,122,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
230202,The Shadow Riders,Classics,2,2,4,122,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
210921,Kiss Me Deadly,Mystery & Suspense,1,1,2,123,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
210922,Beach Blanket Bingo,Comedy,1,1,2,123,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
212835,Hidden Wars of Desert Storm,Documentary,2,1,3,124,2,0.0,0.00398406374501992,3.7499772604885303e-97,0.0021802228660203
226058,Homework,Comedy,2,2,4,124,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885303e-97,0.0028304647656396784
213140,The Winner Takes It All - The ABBA Story,Music Video & Concerts,3,2,5,125,2,9.94027880493992e-06,0.00597609561752988,6.967978392871615e-69,0.0028304647656396784
213141,Absolutely ABC - The DVD Collection,Music Video & Concerts,1,2,3,125,2,1.988055760987984e-06,0.003585657370517928,3.483989196435808e-69,0.0015299809664009224
213142,"Peter Gunn, Set 1",Television,2,2,4,125,2,1.988055760987984e-06,0.00448207171314741,5.806648660726346e-69,0.002374154657827503
213143,"Peter Gunn, Set 2",Television,2,2,4,125,2,1.988055760987984e-06,0.00448207171314741,4.645318928581077e-69,0.001986291074213098
213947,Anastasia,Kids & Family,1,1,2,126,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
225861,Convict 762,Science Fiction & Fantasy,1,1,2,126,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
215420,The Butcher,Mystery & Suspense,2,1,3,127,1,7.952223043951936e-06,0.00448207171314741,6.36245225061439e-151,0.0036308602750292555
215423,Spasmo,Horror,1,1,2,127,1,0.0,0.00298804780876494,6.336052033806862e-151,0.003413264608061765
215422,Seven Blood-Stained Orchids,Mystery & Suspense,1,2,3,127,1,7.952223043951936e-06,0.00199203187250996,5.280043361505726e-153,0.0009471811239788353
228095,Tunnel,Action & Adventure,1,1,2,127,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0007295854570113455
215427,The Legend of the Wolf Woman,Horror,1,1,2,129,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
218402,Die Hard - The Ultimate Collection,Action & Adventure,1,1,2,129,1,0.0,0.00199203187250996,5.280043361505726e-153,0.0021802228660202996
215493,"Handel - Julius Caesar / Mackerras, Baker, Masterson, English National Opera",Musicals & Performing Arts,1,2,3,130,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
42132,Breaking the Waves,Drama,3,0,3,-1,2,0.0,0.00597609561752988,1.0560086723011452e-152,0.0010884527066359587
221019,Underdog (Collector's Edition),Classics,1,2,3,130,2,0.0,0.00199203187250996,5.280043361505726e-153,0.0005687538608725887
215780,Sesame Street - Get Up and Dance,Kids & Family,2,2,4,131,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
218639,The Three Stooges - The Outlaws Is Coming,Television,2,2,4,131,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
218640,"Fatboy Slim: Live on Brighton Beach - Big Beach Boutique, Vol. 2",Music Video & Concerts,2,2,4,131,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
216252,The Shooting,Classics,2,2,4,132,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
216253,"Live Dead - The Grateful Dead in Concert (Downhill from Here, Ticket to New Year's, View from the Vault)",Music Video & Concerts,2,2,4,132,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
216254,Pippin,Musicals & Performing Arts,2,2,4,132,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
217585,Opera,Horror,2,2,4,133,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
217587,Opera,Horror,2,2,4,133,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
217588,Thomas the Tank Engine - Best of Thomas,Kids & Family,2,2,4,133,2,0.0,0.00398406374501992,5.225983794653719e-69,0.0021802228660202996
223911,Chicago Symphony Orchestra - Historic Telecasts with George Szell (Mussorgsky / Beethoven / Berlioz / Mozart),Musicals & Performing Arts,0,1,1,130,1,0.0,0.0,1.3530989511557592e-296,0.00032703346467075566
224714,"Go, Go Second Time Virgin",Drama,2,2,4,134,2,3.976111521975968e-06,0.00398406374501992,3.7499772604885375e-97,0.0028304647656396784
224716,Mesa of Lost Women,Science Fiction & Fantasy,1,2,3,134,2,0.0,0.0026560424966799467,2.3176134040211344e-97,0.0015299809664009222
